,Drug_ID,Drug,Y
1044,6139,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(C(N)=O)c2)CC1,0
1045,5390,COc1ccc([C@]2(c3ccc(F)cc3)N=C(c3cc(C#N)ccn3)N[C@H]2C)cn1.Cl,1
1046,10681,O=C1CN([C@H]2CC[C@](c3ccccc3)(N3CCC(c4cc(C(F)(F)F)cc(C(F)(F)F)c4)C3=O)CC2)CCN1c1ccccc1,1
1047,10873,CCc1nc2cc3c(c(C)c2o1)CCN(CCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,1
1048,9185,N#Cc1ccc(Cn2cncc2CNC2CCN(C(=O)c3cccnc3N)C2)cc1,0
1049,8032,CC(C)N1CCN[C@@H](C(=O)N2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,0
1050,5411,Cn1c(SCCCN2CC3CCN(c4ccc(F)cc4)C3C2)nnc1-c1cc[nH]c(=O)c1,1
1051,492,NC(=O)c1cccc(OC2CC3CCC(C2)N3CC(=O)N2CCCC2)c1,0
1052,3792,CC(=O)NC(CCN1C2CCC1CC(n1c(C)nc3c1CCN(C(=O)C(C)(C)C)C3)C2)c1cccc(F)c1,1
1053,9,COc1ccc(-c2cc(-c3ccc(C(=O)N(C)C)cc3)cnc2N)cn1,0
1054,1254,Fc1ccc2c(C3C[N+]CCC3F)c(-c3ccc4ccccc4c3)[nH]c2c1,1
1055,6403,CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Cl,0
1056,8048,CC(CC(NC(=O)C1CCC1)c1ccccc1)N1CCC(n2cc(-c3ccccc3)[nH]c2=O)CC1,1
1057,7482,N#Cc1ccc(CCN2CCN(CCc3ccc4c(c3)COC4=O)CC2)cc1F,1
1058,7562,N/C1=N/C(=O)[C@@H]2CCCN2c2ccc(cc2)OC/C=C\CCNCC(=O)Nc2c(Cl)cc(cc2Cl)CN1,0
1059,4113,COc1cccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)c1,1
1060,10949,CN1CCC(c2nn(-c3cnc4[nH]cc(C(=O)NC(C)(C)CO)c4n3)c3ccccc23)CC1,0
1061,11848,CC(=O)NCC(NC(=O)C1(N)CCCN(c2ncnc3[nH]ccc23)C1)c1ccc(Cl)cc1,0
1062,4756,CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)OC)c2)N2CCN(Cc3cncs3)CC2)cc1,0
1063,4654,Cc1ccc2c(-c3nnc(SCCCN4CCc5nc6ccc(Cl)cn6c5CC4)n3C)cccc2n1,1
1064,2288,Cc1c([C@@H]2CN3CCN(C(=O)Cc4cnc(-n5cnnn5)cn4)C[C@H]3CO2)ccc(F)c1C#N,0
1065,1597,Cc1ccc2c(-c3nnc(SCCCCN4CCc5cc6nc(C(F)(F)F)oc6c(C)c5CC4)n3C)cccc2n1,1
1066,753,COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3C(Cc3ccccc3)N1CC2,0
1067,3067,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C#N)cc2)CC1)C(F)(F)F,1
1068,508,C[C@H]1Cc2c([nH]c3ccccc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,0
1069,349,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Br,0
1070,8675,COc1cccc(/C=C/C(=O)c2cc(OC)c(OC)cc2O)c1,0
1071,8983,O=C(OC1Cc2ccccc2C1)N1CCC(CNc2ncccn2)CC1,1
1072,9375,Cc1ccccc1COC(=O)N1CCC(CNc2ncccn2)CC1,0
1073,4738,CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C2CCCCC2)cc1)C(=O)O.O=C(O)C(F)(F)F,0
1074,8336,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)N(C)C)cc4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,1
1075,2917,Cc1cc(C#N)nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)ccnc12,1
1076,10511,CN1C(=O)NC(=O)[C@]12Cc1ccc(NC(=O)CN3C(=O)C4(CCCC4)O[C@H]3c3cc(F)cc(F)c3)cc1C2,0
1077,6196,CN(CCOc1ccccc1)CCc1ccc(Cl)cc1,1
1078,1969,Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCC[C@@H]2C)cc1,1
1079,8084,Cc1ccc([C@]2(O)CC[C@H](N3CC[C@@H](NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cn1,1
1080,9203,CCOC(=O)C1CCC(N2CC(NC(=O)CNc3nn(S(C)(=O)=O)c4ccc(C(F)(F)F)cc34)C2)CC1,0
1081,1055,COc1ccc2ncc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)C(O)C3)c2c1,0
1082,12185,CNc1nn2c3c(cnc2c1S(=O)(=O)c1ccccc1)CN(C)CC3,0
1083,2208,C[C@H]1CCCN1CCCOc1ccc(N2CCN(C(=O)c3ccc(F)cc3)CC2=O)cc1.O=CO,0
1084,1462,CC1CNCCN1c1ccc(=O)n(CCOc2ccccc2C(F)(F)F)n1,1
1085,10399,CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)N(C)c2ncccc23)CC1,1
1086,9378,COc1ccccc1Oc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1cccc[n+]1[O-])CC2,1
1087,8229,C[N+]1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3,0
1088,4611,COC(=O)C1=CC[C@@H]2CC[C@@H]1[NH+]2C,0
1089,4835,CNC(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCC[C@H]2C)C3=O)cc1,0
1090,10655,N#Cc1ccc(S(=O)(=O)NCCN2CC3CN(CCOc4ccc(C#N)cc4F)CC(C2)O3)cc1,0
1091,699,Cc1cc(CN(CC2CCCC2)[C@@H](CC(=O)O)c2ccc(Cl)cc2)ccc1OCCN1C(=O)CCC1=O,0
1092,9228,Cc1ccc(-c2nnc(SCCCN3CCc4ccc5oc(C(F)(F)F)nc5c4CC3)n2C)cn1,1
1093,7081,CS(=O)(=O)Nc1ccc(OCC(O)CN(CCc2ccc(Cl)c(Cl)c2)Cc2ccccc2)cc1,1
1094,8611,Oc1ccc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)cn1,0
1095,8980,O=c1n(Cc2ccc(Cl)cc2F)c2sc3c(c2c2ncnn12)CCN(CC1CCOCC1)C3,1
1096,12009,CCCNC(=O)C1c2ccccc2C(=O)N1CC(C)c1ccc(Cl)cc1,0
1097,4845,Cc1cc(=O)n2c3c(c(F)cnc13)[C@](O)(CC13CCC(NCc4ccc5c(n4)NC(=O)CO5)(CC1)CO3)C2,0
1098,9762,Cc1ccc(C2(O)CCN(C(C)C(O)c3ccc4c(c3)CCC(=O)N4)CC2)cc1,1
1099,9149,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],0
1100,7712,OC(Cc1cccnc1-c1cc(Cl)cc(Cl)c1)(c1cccnc1)c1cccnc1,0
1101,3645,O=C(NCc1ccc(Cl)cc1O)C1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
1102,1079,NC(=O)CNC[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3,1
1103,4915,CN(C)C(=O)[C@@H](c1ccc(-c2ccc3ncnn3c2)cc1)[C@H]([NH3+])C(=O)N1CC[C@H](F)C1,0
1104,10087,CC(C)=CCn1c(N2CCCC(N)C2)c(C#N)c2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,1
1105,5012,Cc1cc(C[C@H](CCCCNCc2ccc(F)cc2)C(=O)NO)cc(C)c1F,1
1106,11390,CC1(C)CC(NC(=O)c2cccc3cn[nH]c23)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2O1,0
1107,7602,Cc1cccc(C)c1NC(=O)C1CCCC[N+]1CC1CC1,0
1108,616,COc1ncc(-c2ccc([C@H]3C[C@H](N4CCC[C@H]4C)C3)cc2)cn1,1
1109,9786,CC(C)N(CCc1c(C(C)(C)O)[nH]c2ccccc12)Cc1ccc(/C=C/C(=O)NO)cc1,0
1110,6256,CC(=O)c1sc(NC(=O)N[C@@H]2CN(C(C)=O)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,1
1111,6309,COc1ccc2ncc(F)c(C[C@H](O)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1.Cl,0
1112,813,CCOC(=O)C1=C(CN2CCOCC2)NC(c2nc(CC(=O)O)cs2)=NC1c1ccc(F)cc1Br,0
1113,8406,N#Cc1ccc(CCN2CCN(CCc3ccc4c(c3)COC4=O)CC2)cc1Cl,1
1114,2621,O=S(=O)(c1ccccc1)C1CCN(CCc2ccc(F)cc2F)CC1,1
1115,8291,C(#Cc1cc(-c2n[nH]c3c2Cc2cc(-n4ccnn4)ccc2-3)cs1)COc1ccccc1,0
1116,8875,Cc1nc2ccccc2n1C1C[C@H]2CC[C@H](C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)C(C)(C)C(=O)O)CC1,0
1117,3345,CCn1cc(C2(c3cccc(C#CC4CC4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,1
1118,5969,O=C(Nc1cccc(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,0
1119,8469,CS(=O)(=O)Nc1ccc(OCC(O)CN(CCc2ccc(Cl)c(Cl)c2)Cc2ccccc2O)cc1,1
1120,6316,O=C(/C=C/c1ccc(CN2CCCC(c3c[nH]c4ccccc34)C2)cc1)NO,0
1121,4325,CCOC(=O)C1=C(CN2CC[S+]([O-])CC2)NC(c2nccs2)=NC1c1ccc(F)cc1Br,1
1122,10874,C[C@@H](c1ccc(-c2cn(C)c(=O)cc2CO)cc1)[C@H]([NH3+])C(=O)N1CC[C@H](F)C1,0
1123,3804,CCCCCCCCc1cccc(CCCCCCCC)n1,0
1124,4882,CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccccc2)nc1,1
1125,8071,CNC(C)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,0
1126,9942,COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@H]2c2ccc(OC)cc2)cc1,0
1127,3136,CN1CC2CC1CN2c1ccc(-c2ccccc2)cn1,1
1128,10193,CC(C)N(CCc1c[nH]c2ccccc12)Cc1ccc(/C=C/C(=O)NO)cc1,1
1129,6640,N[C@H]1Cn2c(nc3cc(C(F)(F)F)ccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,1
1130,1853,Cc1cc(=O)n2nc(N3CC[C@H](c4cc(F)c(F)cc4F)[C@@H]([NH3+])C3)ccc2n1,0
1131,8605,c1cnc2nc(Oc3ccc(OCCN4CCCCC4)cc3)sc2c1,0
1132,3866,CN(CCOc1ccc(C(F)(F)F)cc1)CCc1ccc(NS(C)(=O)=O)cc1,1
1133,1305,Cc1ncoc1-c1nnc(SCCCN[C@@H]2CC3C[C@]3(c3ccc(C(F)(F)F)cc3F)C2)n1C,1
1134,3644,COc1ccc2c(c1)OC(c1ccc(OCCCN3CCCC3)cc1)C(C)S2(=O)=O,1
1135,6923,Cc1c2c(n3c1CCCN1C[C@@H](F)C[C@@H]1CNc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,0
1136,9028,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(OCCN2CCCCC2)cc1,0
1137,12930,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,0
1138,3650,COCCC(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,1
1139,10585,COc1ccc([C@@H]2Sc3ccccc3N(CC[NH+](C)C)C(=O)[C@@H]2OC(C)=O)cc1,0
1140,171,N#Cc1ccc(S(=O)(=O)NCCN2CC3CN(CCCOc4c(F)cc(C#N)cc4F)CC(C2)O3)cc1,0
1141,11511,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,1
1142,2640,Cc1cccc(C(=O)Nc2cccc(NC(=O)c3cccc(C)c3)c2)c1,0
1143,9341,CCc1ncc([C@]2(O)CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)s1,0
1144,10068,CC1Sc2ccccc2OC1c1ccc(OCCCN2CCCC2)cc1,1
1145,2603,COCCCc1cc(CN(C(=O)C2CNCCC2c2ccn(C)c(=O)c2)C2CC2)cc(Br)c1C,0
1146,1266,NC(=O)c1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3C2CCCCC2)c1,1
1147,5851,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN2CCCC2)c(I)c1,1
1148,6233,Cc1nnc(C(C)C)n1C1CCN([C@H](C)C[C@H](NC(=O)C2CC(F)(F)C2)c2ccccc2)CC1,0
1149,11940,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4cncn4-5)CC3)cccc2n1,1
1150,8228,Cc1ccc(N2CCN(Cc3cc(C(=O)N[C@H]4CCCC[C@@H]4O)c(=O)n4ccccc34)CC2)nc1,0
1151,12794,CC(C)OC(=O)CCCC=CC[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1C=C[C@@H](O)COc1cccc(C(F)(F)F)c1,0
1152,6445,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCN(c3cccc(F)c3)CC2)CC1,1
1153,10123,CCOC(=O)C1=C(CN2CCOC[C@@H]2CCC(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,0
1154,5526,Cc1ncccc1N1C[C@]2(CC[C@@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)OC1=O,0
1155,58,COc1cc([C@H]2CCN(CCO)C[C@@H]2O)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1,1
1156,9196,O=C1CCc2ncccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,0
1157,1677,CN(C)c1ccc(/C=C/c2c(F)cccc2Cl)cn1,0
1158,11209,CC(=O)N(C)C1CCC([C@H](C)[C@H]([NH3+])C(=O)N2CC[C@H](F)C2)CC1,0
1159,8502,N#CC1(c2ccccc2)CCN(Cc2cc(C(=O)N[C@H]3CCCC[C@@H]3O)c(=O)n3ccccc23)CC1,1
1160,10829,Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)CN(CC(=O)N1CCN(C)CC1)C2=O,0
1161,6647,N#Cc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4o3)CC2)c1,1
1162,3391,CO[C@H](C[C@H](CCCCNCc1ccc(F)cc1)C(=O)NO)c1ccc(F)cc1,1
1163,11817,Nc1nc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc2o1,1
1164,6879,COc1cc(-c2cn(Cc3csc4ccccc34)nn2)ccc1-n1cnc(C)c1,1
1165,13359,CN(C)CCN(C)C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4ccn(CC(F)(F)F)c4n3)cc2)cc1,0
1166,7845,COc1cc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)n4C)CC32)ccc1F,1
1167,2540,CC1(C)CC(NC(=O)CCO)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2O1,1
1168,1193,CCc1c(CNC2CCC(F)C2)nc(-c2ncccc2Cl)n1-c1ccc(C)nc1,0
1169,2424,COc1cnc2c(C(=O)NCCO)cn(Cc3ncnc(OC)c3C)c2c1,0
1170,4564,O=S1(=O)CCC(COc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1,0
1171,1622,O=C1OC2(CCC(c3nc4ccc(OC(F)(F)F)cc4[nH]3)CC2)CN1c1cccnc1,1
1172,10808,CCOC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(C)cn1,0
1173,7426,CCCCN(Cc1cncn1Cc1ccc(C#N)cc1)C1CCN(Cc2ccccc2)C1=O,1
1174,8018,Cc1ncoc1-c1nnc(SCCCN2CCc3ccc4oc(C(F)(F)F)nc4c3CC2)n1C,1
1175,6806,CCc1ccc2oc(N3CCN4CCC3CC4)nc2n1,0
1176,13287,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,0
1177,2902,Cn1c(=O)c2c(c(C#N)c(N3CCC[C@H](N)C3)n2Cc2ccccc2)n(C)c1=O,1
1178,1443,CNc1nnc(-c2cn3ncnc(Nc4cnc5[nH]c(C)cc5c4)c3c2C(C)C)o1,1
1179,6215,CC(C)=CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,1
1180,9491,COC(=O)[C@H]1[C@@H](O)C[C@@H]2CC[C@H]1N2C,0
1181,13207,CC(C)[C@H](CS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O,0
1182,5523,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,0
1183,12404,O=C1NCCN1CCN1CC=C(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,1
1184,9404,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc(NC(=O)Nc3ccc(F)cc3)cc2)n1,0
1185,5240,O=C(NCc1ccccc1)N(c1ccc(Br)cc1)C1CCN(Cc2ccnnc2)CC1,0
1186,9250,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nc[nH]c2n1,0
1187,9271,c1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)C(C4CCOC4)N3)n2)cc1,1
1188,565,O=C(CCc1ccccc1)NCCN(c1ccc(F)cc1)c1ccc(F)cc1,1
1189,8325,Cc1nc2ccccc2c(=O)n1-c1ccc(OC2CCN(C3CCCC3)CC2)cc1,0
1190,11472,CC(C)(N)c1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1.Cl.Cl,1
1191,308,Cn1ccc(NC(=O)c2cc(Oc3ccc(C(=O)N4CCC4)cc3)cc(O[C@H]3CCOC3)c2)n1,0
1192,8296,Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(C#N)nc2)C3)ccc2c1COC2=O,1
1193,5285,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,1
1194,2840,COC1CN(CCn2c(=O)ccc3ccc(C#N)cc32)CCC1NCc1cc2c(cn1)OCCO2,0
1195,1246,CCC(CO)NS(=O)(=O)c1ccc(-c2ccc(CCN3CCC[C@H]3C)cc2)cc1,1
1196,1273,O=C(C=Cc1ccc2c(c1)CN(S(=O)(=O)Cc1ccccc1)C2)NO,0
1197,1583,N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)[C@@H]3CCCCN3)cc2)cc1,1
1198,10385,COC(=O)N(NC(=O)c1c(CN2CCN(C)CC2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,1
1199,2710,O=C1C=CC[C@@H]2[C@H]3CCCN4CCC[C@H](CN12)[C@H]34,0
1200,10839,Nc1ccc(-c2nnc(C3CCN(Cc4ccc(-c5nc6nc(N7CCN(CCO)CC7)ccc6nc5-c5ccccc5)cc4)CC3)[nH]2)cn1,0
1201,3285,C[C@@H]1CCCCN1CCCNCc1ccc(CNCCCN2CCCC[C@H]2C)cc1,0
1202,6130,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,1
1203,9086,N#Cc1ccc(OCCCN2CC3CN(CCCNS(=O)(=O)Cc4ccccc4)CC(C2)O3)cc1,0
1204,3299,Cc1ncc(C=C2CC3C4CCC5N(C)C(=O)C=CC5(C)C4CCC3(C)C2O)cn1,0
1205,2179,CC(=O)N1CC2CN(Cc3ccc(Oc4nc5ncccc5s4)cc3)CC2C1,0
1206,8927,Cc1nc2ncc(Oc3ccc(F)cc3)cc2c(=O)n1CC1CCCN(C(C)C)C1,1
1207,8758,N#Cc1ccc(Cn2cncc2C[N+]C2CCN(c3ccncc3)C2=O)cc1,1
1208,7740,C[C@@H]1NC(=O)CC[C@H](O[C@H](C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H]1c1ccc(F)cc1,1
1209,1467,CN1C(=O)NC(=O)[C@@]12Cc1ccc(NC(=O)CN3C(=O)C4(CCOCC4)OC3c3cccc(Cl)c3)cc1C2,0
1210,12689,Cc1ccc(/C(=C/C[N+]2CCCC2)c2cccc(/C=C\C(=O)[O-])n2)cc1,0
1211,9466,Cc1cc(C2C[C@H]3C(CF)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)on1,0
1212,8512,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,0
1213,9822,COc1ccc(COc2ccn(-c3ccc(OCCN4CCCC4)cc3)c(=O)c2)cc1,1
1214,10621,NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OC1(CCC1)C21COC1,0
1215,1185,CC(=O)Nc1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,1
1216,8347,COC1COCCC1N[C@@H]1C[C@H]2CCC[C@@]2(C(=O)N2CCc3ncccc3C2)C1,0
1217,4530,Cn1nc(NCC(=O)NC2CN(C3CCC(O)(c4cncs4)CC3)C2)c2cc(C(F)(F)F)ccc21,0
1218,12084,C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,1
1219,12486,CNS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,1
1220,11640,COc1nc(C2=NOC[C@H](c3cc4ccccc4o3)N2)ccc1-n1cnc(C)c1,0
1221,4637,CCOc1ccc(Cc2cc(C3CCN(CC4CN([C@@H](C(=O)O)[C@@H](C)CC)C[C@@H]4c4cccc(F)c4)CC3)n(CC)n2)cc1,0
1222,45,CC(=O)Nc1cccc(C2CCN(CCCn3nc(-c4ccc(F)c(F)c4)c4ccccc4c3=O)CC2)c1,0
1223,990,Cc1[nH]nc(C(=O)NC2CC(C)(C)Oc3nc(-c4ccc(Cl)cc4Cl)c(-c4ccc(Cl)cc4)cc32)c1C,1
1224,6877,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN(C2CCC(c3ccccc3)CC2)C1,1
1225,6506,c1ccc(N2CCN(CCCCCCN3CCN(c4ccccn4)CC3)CC2)cc1,0
1226,8950,CNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3[C@@H]4CC[C@@H]3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,0
1227,320,Cc1nc2ccncc2n1C1C[C@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCS(=O)(=O)CC1)c1ccc(F)cc1,0
1228,8659,O=C(CCc1ccccc1)N[C@H]1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,1
1229,5618,Nc1ncc(-c2ccc(C(=O)N3CCOCC3)cc2)nc1-c1ccc(C(F)(F)F)nc1,0
1230,1523,CC(C)C(=O)N[C@H]1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21,1
1231,2172,CCOC1CCC(N2CC(NC(=O)CNc3nn(C)c4ccc(C(F)(F)F)cc34)C2)CC1,1
1232,2650,CN(CCO)CC(=O)N1CCC(c2ccc(NC(=O)c3ncc(C#N)[nH]3)c(C3=CCCCC3)c2)CC1,0
1233,12492,CC(=O)NCCc1ccccc1-c1ccc([C@@H](CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)c(C)c1,1
1234,583,O=C1COc2ccc(CNC34CCC(CC5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)cc2N1,1
1235,4141,CCCCN1CCCC[C@@H]1C(=O)Nc1c(C)cccc1C,0
1236,7115,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1,1
1237,11770,O[C@H](CNC[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1,1
1238,933,COc1ccc(C#Cc2cccc(C#Cc3ccc(OC)cc3)[n+]2C)cc1,1
1239,13329,CCCCCN(CCC12CC3CC(CC(C3)C1)C2)C(=O)NCCCc1ccncc1,0
1240,1893,CCOC(=O)C1CCN(CCCCOc2ccc(S(=O)(=O)NC(=O)Nc3ccccc3)cc2)CC1,0
1241,7550,O=C(O)c1ccc(-c2noc(C3CCN(C(=O)NC4CC4c4ccccc4)CC3)n2)cc1,0
1242,5689,Cn1nc(NCC(=O)NC2CN(C3CCC(C4CCCCC4)CC3)C2)c2cc(C(F)(F)F)ccc21,1
1243,6788,CN(C)[C@H]1CC[C@](c2ccccc2)(N2CCC(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2=O)CC1,1
1244,9658,COc1cc2nccc(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2nc1C#N,1
1245,7677,COc1cccc(C(=O)Cn2c(=O)c3c(c(C#N)c(N4CCC[C@H](N)C4)n3CC=C(C)C)n(C)c2=O)c1,1
1246,12344,CC#CC(CC(=O)O)c1ccc(Oc2ccc(C(F)(F)F)cc2OC(F)F)cc1,0
1247,2752,COc1ccc2c(c1)C(=O)O[C@]21CC[C@H](C(=O)N(C)CCN2CCCCC2)CC1,0
1248,2341,Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6c(cc5CC4)N(C)C(=O)CO6)n3C)cccc2n1,1
1249,11521,CC(=O)NC[C@H]1CN(c2ccc(-n3cc(-c4ccccn4)cn3)c(F)c2)C(=O)O1,0
1250,12194,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(-c6ccco6)cc54)CC3)nc2N1,1
1251,2562,CN1CC2CC(N(Cc3ccc(F)c(C(F)(F)F)c3)C(=O)c3cn(C)cn3)CC2C1,1
1252,5262,O=C1COc2ccc(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(Cl)c5c76)(CC3)OC4)nc2N1,0
1253,11845,Cc1[nH]ncc1-c1cc(C(F)(F)F)cc(S(=O)(=O)N2CCN(C(=O)C3CC3c3ccc(C(F)(F)F)cc3)CC2)c1,1
1254,12798,C[N+]1([O-])[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,0
1255,10936,COc1cc(Nc2nn3c(NC[C@@H](C)N)cc(C)nc3c2C(N)=O)cc(OC)c1,1
1256,12936,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,0
1257,13074,NS(=O)(=O)c1ccc(NC2=CC(=O)c3ccccc3C2=O)cc1,0
1258,1471,Cc1cc(C)n(-c2cc(NC(=O)CN3CC[C@@H](CN(C)C)C3)nc(-c3ccc(C)o3)n2)n1,1
